VNUM	LOCALE_NAME
21528	Þimþek Miðferi +8
21529	Þimþek Miðferi +9
21530	Gök Miðferi +0
21531	Gök Miðferi +1
21532	Gök Miðferi +2
21533	Gök Miðferi +3
21534	Gök Miðferi +4
21535	Gök Miðferi +5
21536	Gök Miðferi +6
21537	Gök Miðferi +7
21538	Gök Miðferi +8
21539	Gök Miðferi +9
21540	Yeþil Orman Miðferi +0
21541	Yeþil Orman Miðferi +1
21542	Yeþil Orman Miðferi +2
21543	Yeþil Orman Miðferi +3
21544	Yeþil Orman Miðferi +4
21545	Yeþil Orman Miðferi +5
21546	Yeþil Orman Miðferi +6
21547	Yeþil Orman Miðferi +7
21548	Yeþil Orman Miðferi +8
21549	Yeþil Orman Miðferi +9
21550	Ejderha Boynuzu Kaský +0
21551	Ejderha Boynuzu Kaský +1
21552	Ejderha Boynuzu Kaský +2
21553	Ejderha Boynuzu Kaský +3
21554	Ejderha Boynuzu Kaský +4
21555	Ejderha Boynuzu Kaský +5
21556	Ejderha Boynuzu Kaský +6
21557	Ejderha Boynuzu Kaský +7
21558	Ejderha Boynuzu Kaský +8
21559	Ejderha Boynuzu Kaský +9
21900	Durendal'ýn Ýntikamcýsý
21901	Katliam Kürdaný
21902	Hayal Kapaný
21903	Ork Kasabý
21904	Elf Öpücüðü
21905	Dul Ýntikamcý
21906	Þimþek & Gürleme
21910	Kavurucu Öfke
21911	Elf Pençesi
21912	Aðýt
21913	Obsidyen Çekici
21914	Valkür Çaðrýsý
21915	Sessiz Lanet
21916	Raptor
21920	Kader Kýlýcý
21921	Rüzgar Þiþi
21922	Ejderha Nefesi
21923	Kan Anlaþmasý
21924	Fýrtýna Çaðrýsý
21925	Gölge Dansçýsý
21926	Teþrihçi
21930	Ruh Hýrsýzý
21931	Ruh Oymacýsý
21932	Fýrtýna Elçisi
21933	Karar
21934	Gürültü Yankýsý
21935	Rüzgar Þarkýsý
21936	Ruh Yýrtýcýsý
21940	Çelik Þarkýsý
21941	Ay Iþýðý Neþteri
21942	Gölge Yapraðý
21943	Kýyamet
21944	Onur Sedasý
21945	Kuzgun Pençesi
21946	Kader Pençesi
21950	Balmung Mirasý
21951	Ölüm Perisi
21952	Titan Fýsýltýsý
21953	Gök Gürültüsü Darbesi
21954	Çýnlayan Ýntikam
21955	Belialin Savaþ Yelpazesi
21956	Utanç Pençesi
21960	Askalahel
21961	Öfkeli Diken
21962	Tanrýsal Bað
21963	Tanrýsal Karanlýk
21964	Son Darbe
21965	Nexus
21966	Kadife Pati
21970	Merasim
21971	Kral Katili
21972	Ependrion
21973	Brahindul
21974	Ölüm Öpücüðü
21975	Kor Glash
21976	Kör Öfke
21991	NoNAme
21992	NoNAme
21993	NoNAme
22000	Þehre Dönüþ Kaðýdý
22001	Þehre Dönüþ Kaðýdý
22010	Geri Dönüþ Kaðýdý
22011	Geri Dönüþ Kaðýdý
22020	Iþýnlanma Kaðýdý
22030	Iþýnlanma Kaðýdý
22040	Hayat Kaðýdý
22050	Canlandýrma Kaðýdý
25040	Kutsama Kaðýdý
25041	Büyülü Metal
25042	Ritüel Taþý
25100	Zihin Taþý Kaðýdý
25101	Kek dilimi
25103	Flama
25104	Yýl dönümü bayraðý
25105	Yýl dönümü parasý
25106	Balýk yapboz sandýðý
25107	Balýk yapboz san. deluxe
25121	Kasýmpatý
25122	Ýnci çiçeði
25123	Nergis
25124	Zambak
25125	Ayçiçeði
25126	Kasýmpatý filizi
25127	Ýnci çiçeði filizi
25128	Nergis filizleri
25129	Zambak filizi
25130	Ayçiçeði filizi
27001	Kýrmýzý Ýksir(K)
27002	Kýrmýzý Ýksir(O)
27003	Kýrmýzý Ýksir(B)
27004	Mavi Ýksir(K)
27005	Mavi Ýksir(O)
27006	Mavi Ýksir(B)
27007	Kýrmýzý iksir (XXL)
27008	Mavi iksir (XXL)
27051	Kýrmýzý iksir (K)
27052	Mavi Ýksir (K)
27053	Yeþil Ýksir (K)
27054	Mor Ýksir (K)
27100	Yeþil Ýksir(K)
27101	Yeþil Ýksir(O)
27102	Yeþil Ýksir(B)
27103	Mor Ýksir(K)
27104	Mor Ýksir(O)
27105	Mor Ýksir(B)
27110	Yeþil Ýksir(K)
27111	Yeþil Ýksir(O)
27112	Yeþil Ýksir(B)
27113	Mor Ýksir(K)
27114	Mor Ýksir(O)
27115	Mor Ýksir(B)
27116	Pembe Ýksir(K)
27117	Pembe Ýksir(O)
27118	Pembe Ýksir(B)
27119	Gök Mavisi Ýksir(K)
27120	Gök Mavisi Ýksir(O)
27121	Gök Mavisi Ýksir(B)
27122	Kýrmýzý Ýksir (K)
27123	Yeþil Ýksir (K)
27124	Bandaj
27125	Muharebe Ýksiri
27126	Ejderha Gücü Ýksiri
27128	Yutnori gizemi
27201	Kýrmýzý Ýksir (K)
27202	Kýrmýzý Ýksir (O)
27203	Kýrmýzý Ýksir (B)
27204	Mavi Ýksir (K)
27205	Mavi Ýksir (O)
27206	Mavi Ýksir (B)
27207	Yeþil Ýksir (K)
27208	Yeþil Ýksir (O)
27209	Yeþil Ýksir (B)
27210	Mor Ýksir (K)
27211	Mor Ýksir (O)
27212	Mor Ýksir (B)
27400	Olta+1
27410	Olta+2
27420	Olta+3
27430	Olta+4
27440	Olta+5
27450	Olta+6
27460	Olta+7
27470	Olta+8
27480	Olta+9
27490	Olta+10
27500	Olta+11
27510	Olta+12
27520	Olta+13
27530	Olta+14
27540	Olta+15
27550	Olta+16
27560	Olta+17
27570	Olta+18
27580	Olta+19
27590	Olta+20
27591	Karbon olta
27600	Kamp Ateþi
27610	Balýkçýlýk Küresi
27620	Balýkçýlýk Sýrlarý
27621	Ýþlenmemiþ olta
27622	Olta halkasý
27623	Olta sapý
27624	Karbon fiber
27797	Altýn ton balýðý
27798	Tatlý su karidesi
27799	Kýlçýk
27800	Hamur
27801	Solucan
27802	Minik Balýk
27803	Sudak Balýðý
27804	Ringa Balýðý
27805	Büyük Sudak Balýðý
27806	Sazan
27807	Som Balýðý
27808	Ot Sazaný
27809	Dere Alabalýðý
27810	Zargana
27811	Gökkuþaðý Alabalýðý
27812	Nehir Alabalýðý
27813	Hamsi
27814	Levrek
27815	Tekir Balýðý
27816	Yayýn Balýðý
27817	Çopra Balýðý
27818	Lüfer Balýðý
27819	Sevimli Balýk
27820	Palamut Balýðý
27821	Kadife Balýðý
27822	Aynalý Sazan
27823	Altýn Sudak Balýðý
27824	Yýlan baþý balýðý
27825	Ölü kurbaða balýðý
27826	Kral yengeci
27827	Yabbie yengeci
27828	Güneþ levreði
27829	Ölü havuz balýðý
27830	Çin levreði
27831	Kaya balýðý
27832	Gölet salyangozu
27833	Ölü Sudak Balýðý
27834	Ölü Ringa Balýðý
27835	Ölü Büyük Sudak Balýðý
27836	Ölü Sazan
27837	Ölü Som Balýðý
27838	Ölü Ot Sazaný
27839	Ölü Dere Alabalýðý
27840	Ölü Zargana
27841	Ölü Gökkuþaðý Alabalýðý
27842	Ölü Nehir Alabalýðý
27843	Ölü Hamsi
27844	Ölü Levrek
27845	Ölü Tekir Balýðý
27846	Ölü Yayýn Balýðý
27847	Ölü Çopra Balýðý
27848	Ölü Lüfer Balýðý
27849	Ölü Sevimli Balýk
27850	Ölü Palamut Balýðý
27851	Ölü Kadife Balýðý
27852	Ölü Aynalý Sazan
27853	Ölü Altýn Sudak Balýðý
27854	Ölü yýlan baþý balýðý
27855	Ölü kurbaða balýðý
27856	Ölü kral yengeci
27857	Ölü Yabbie yengeci
27858	Ölü güneþ levreði
27859	Ölü havuz balýðý
27860	Ölü Çin levreði
27861	Ölü kaya balýðý
27862	Ölü gölet salyangozu
27863	Izgara Sudak Balýðý
27864	Izgara Ringa Balýðý
27865	Izgara Büyük Sudak
27866	Izgara Sazan
27867	Izgara Som Balýðý
27868	Izgara Ot Sazaný
27869	Izgara Dere Alabalýðý
27870	Izgara Zargana
27871	Izg. Gökkuþaðý Alabalýðý
27872	Izgara Nehir Alabalýðý
27873	Izgara Hamsi
27874	Izgara Levrek
27875	Izgara Tekir Balýðý
27876	Izgara Yayýn Balýðý
27877	Izgara Çopra Balýðý
27878	Izgara Lüfer Balýðý
27879	Izgara sevimli balýk
27880	Izgara palamut balýðý
27881	Izgara kadife balýðý
27882	Izgara aynalý aazan
27883	Izgara altýn sudak
27884	Izgara yýlan baþý balýðý
27885	Izgara kurbaða balýðý
27886	Izgara kral yengeci.
27887	Izgara Yabbie yengeci
27888	Izgara güneþ levreði
27889	Izgara havuz balýðý
27890	Izgara Çin levreði
27891	Izgara kaya balýðý
27892	Izgara gölet salyangozu
27987	Ýstiridye
27988	Define Haritasý
27989	Metin Taþý Dedektörü
27990	Taþ Parçasý
27991	Su Taþý
27992	Beyaz Ýnci
27993	Mavi Ýnci
27994	Kankýrmýzý Ýnci
27995	Boþ Þiþe
27996	Patron Dedektörü
27997	Yaþam Küresi
27998	Simya Kesesi
27999	Zihin Taþý Kesesi
28000	Katliam Taþý+0
28004	Paranoya Taþý+0
28008	Travma Taþý+0
28012	Lycanlar'a karþý taþ +0
28030	Kavrama Taþý+0
28031	Öldürücü Darbe Taþý+0
28032	Soðutma Taþý+0
28033	Savaþcýdan Koruyan Taþ+0
28034	Ninjadan Koruyan Taþ+0
28035	Suradan KoruyanTaþ+0
28036	Þamandan Koruyan Taþ+0
28037	Canavardan Koruyan Taþ+0
28038	Korunma Taþý+0
28039	Kurnazlýk Taþý+0
28040	Sihir Taþý+0
28041	Yaþam Taþý +0
28042	Savunma Taþý+0
28043	Hýz Taþý+0
28044	Büyü Bozma Taþý+0
28045	Büyü Bozma Taþý+0
28100	Katliam Taþý+1
28104	Paranoya Taþý+1
28108	Travma Taþý+1
28112	Lycanlar'a karþý taþ +1
28130	Kavrama Taþý+1
28131	Öldürücü Darbe Taþý+1
28132	Soðutma Taþý+1
28133	Savaþcýdan Koruyan Taþ+1
28134	Ninjadan Koruyan Taþ+1
28135	Suradan KoruyanTaþ+1
28136	Þamandan Koruyan Taþ+1
28137	Canavardan Koruyan Taþ+1
28138	Korunma Taþý+1
28139	Kurnazlýk Taþý+1
28140	Sihir Taþý+1
28141	Yaþam Taþý +1
28142	Savunma Taþý+1
28143	Hýz Taþý+1
28144	Büyü Bozma Taþý+1
28145	Büyü Bozma Taþý+1
28200	Katliam Taþý+2
28204	Paranoya Taþý+2
28208	Travma Taþý+2
28212	Lycanlar'a karþý taþ +2
28230	Kavrama Taþý+2
28231	Öldürücü Darbe Taþý+2
28232	Soðutma Taþý+2
28233	Savaþcýdan Koruyan Taþ+2
28234	Ninjadan Koruyan Taþ+2
28235	Suradan KoruyanTaþ+2
28236	Þamandan Koruyan Taþ+2
28237	Canavardan Koruyan Taþ+2
28238	Korunma Taþý+2
28239	Kurnazlýk Taþý+2
28240	Sihir Taþý+2
28241	Yaþam Taþý +2
28242	Savunma Taþý+2
28243	Hýz Taþý+2
28244	Büyü Bozma Taþý+2
28245	Büyü Bozma Taþý+2
28300	Katliam Taþý+3
28304	Paranoya Taþý+3
28308	Travma Taþý+3
28312	Lycanlar'a karþý taþ +3
28330	Kavrama Taþý+3
28331	Öldürücü Darbe Taþý+3
28332	Soðutma Taþý+3
28333	Savaþcýdan Koruyan Taþ+3
28334	Ninjadan Koruyan Taþ+3
28335	Suradan KoruyanTaþ+3
28336	Þamandan Koruyan Taþ+3
28337	Canavardan Koruyan Taþ+3
28338	Korunma Taþý+3
28339	Kurnazlýk Taþý+3
28340	Sihir Taþý+3
28341	Yaþam Taþý +3
28342	Savunma Taþý+3
28343	Hýz Taþý+3
28344	Büyü Bozma Taþý+3
28345	Büyü Bozma Taþý+3
28400	Katliam Taþý+4
28404	Paranoya Taþý+4
28408	Travma Taþý+4
28412	Lycanlar'a karþý taþ +4
28430	Kavrama Taþý+4
28431	Öldürücü Darbe Taþý+4
28432	Soðutma Taþý+4
28433	Savaþcýdan Koruyan Taþ+4
28434	Ninjadan Koruyan Taþ+4
28435	Suradan KoruyanTaþ+4
28436	Þamandan Koruyan Taþ+4
28437	Canavardan Koruyan Taþ+4
28438	Korunma Taþý+4
28439	Kurnazlýk Taþý+4
28440	Sihir Taþý+4
28441	Yaþam Taþý +4
28442	Savunma Taþý+4
28443	Hýz Taþý+4
28444	Büyü Bozma Taþý+4
28445	Büyü Bozma Taþý+4
28500	Katliam Taþý+5
28504	Paranoya Taþý+5
28508	Travma Taþý+5
28512	Lycanlar'a karþý taþ+5
28530	Kavrama Taþý+5
28531	Öldürücü Darbe Taþý+5
28532	Soðutma Taþý+5
28533	Savaþcýdan Koruyan Taþ+5
28534	Ninjadan Koruyan Taþ+5
28535	Suradan KoruyanTaþ+5
28536	Þamandan Koruyan Taþ+5
28537	Canavardan Koruyan Taþ+5
28538	Korunma Taþý+5
28539	Kurnazlýk Taþý+5
28540	Sihir Taþý+5
28541	Yaþam Taþý +5
28542	Savunma Taþý+5
28543	Hýz Taþý+5
28600	Kavrama Taþý+6
28601	Öldürücü Darbe Taþý+6
28602	Soðutma Taþý+6
28603	Savaþcýdan Koruyan Taþ+6
28604	Ninjadan Koruyan Taþ+6
28605	Suradan KoruyanTaþ+6
28606	Þamandan Koruyan Taþ+6
28607	Canavardan Koruyan Taþ+6
28608	Korunma Taþý+6
28609	Kurnazlýk Taþý+6
28610	Sihir Taþý+6
28611	Yaþam Taþý +6
28612	Savunma Taþý+6
28613	Hýz Taþý+6
28630	Kavrama Sutaþý+5
28631	Öldürücü Darbe Sutaþý+5
28632	Soðutma Sutaþý+5
28633	Savaþçý Sutaþý+5
28634	Ninja Sutaþý+5
28635	Sura Sutaþý+5
28636	Þaman Sutaþý+5
28637	Canavar Sutaþý+5
28638	Korunma Sutaþý+5
28639	Kurnazlýk Sutaþý+5
28640	Sihir Sutaþý+5
28641	Canlýlýk Sutaþý+5
28642	Savunma Sutaþý+5
28643	Hýz Sutaþý+5
28700	Kavrama Taþý+7
28701	Öldürücü Darbe Taþý+7
28702	Soðutma Taþý+7
28703	Savaþcýdan Koruyan Taþ+7
28704	Ninjadan Koruyan Taþ+7
28705	Suradan KoruyanTaþ+7
28706	Þamandan Koruyan Taþ+7
28707	Canavardan Koruyan Taþ+7
28708	Korunma Taþý+7
28709	Kurnazlýk Taþý+7
28710	Sihir Taþý+7
28711	Yaþam Taþý +7
28712	Savunma Taþý+7
28713	Hýz Taþý+7
28730	Kavrama Sutaþý+7
28731	Öldürücü Darbe Sutaþý+7
28732	Soðutma Sutaþý+7
28733	Savaþçý Sutaþý+7
28734	Ninja Sutaþý+7
28735	Sura Sutaþý+7
28736	Þaman Sutaþý+7
28737	Canavar Sutaþý+7
28738	Korunma Sutaþý+7
28739	Kurnazlýk Sutaþý+7
28740	Sihir Sutaþý+7
28741	Canlýlýk Sutaþý+7
28742	Savunma Sutaþý+7
28743	Hýz Sutaþý+7
28800	Kavrama Taþý+8
28801	Öldürücü Darbe Taþý+8
28802	Soðutma Taþý+8
28803	Savaþcýdan Koruyan Taþ+8
28804	Ninjadan Koruyan Taþ+8
28805	Suradan KoruyanTaþ+8
28806	Þamandan Koruyan Taþ+8
28807	Canavardan Koruyan Taþ+8
28808	Korunma Taþý+8
28809	Kurnazlýk Taþý+8
28810	Sihir Taþý+8
28811	Yaþam Taþý +8
28812	Savunma Taþý+8
28813	Hýz Taþý+8
28830	Kavrama Sutaþý+8
28831	Öldürücü Darbe Sutaþý+8
28832	Soðutma Sutaþý+8
28833	Savaþçý Sutaþý+8
28834	Ninja Sutaþý+8
28835	Sura Sutaþý+8
28836	Þaman Sutaþý+8
28837	Canavar Sutaþý+8
28838	Korunma Sutaþý+8
28839	Kurnazlýk Sutaþý+8
28840	Sihir Sutaþý+8
28841	Canlýlýk Sutaþý+8
28842	Savunma Sutaþý+8
28843	Hýz Sutaþý+8
28900	Kavrama Taþý+9
28901	Öldürücü Darbe Taþý+9
28902	Soðutma Taþý+9
28903	Savaþcýdan Koruyan Taþ+9
28904	Ninjadan Koruyan Taþ+9
28905	Suradan KoruyanTaþ+9
28906	Þamandan Koruyan Taþ+9
28907	Canavardan Koruyan Taþ+9
28908	Korunma Taþý+9
28909	Kurnazlýk Taþý+9
28910	Sihir Taþý+9
28911	Yaþam Taþý +9
28912	Savunma Taþý+9
28913	Hýz Taþý+9
28930	Kavrama Sutaþý+9
28931	Öldürücü Darbe Sutaþý+9
28932	Soðutma Sutaþý+9
28933	Savaþçý Sutaþý+9
28934	Ninja Sutaþý+9
28935	Sura Sutaþý+9
28936	Þaman Sutaþý+9
28937	Canavar Sutaþý+9
28938	Korunma Sutaþý+9
28939	Kurnazlýk Sutaþý+9
28940	Sihir Sutaþý+9
28941	Canlýlýk Sutaþý+9
28942	Savunma Sutaþý+9
28943	Hýz Sutaþý+9
28960	Kýrýlmýþ Taþ Parçasý
29001	Tarak
29002	Mavi Tarak
29003	Sarý Tarak
29004	Kýrmýzý Tarak
29005	Yeþil Tarak
29006	Sarý Þaraptaþý
29007	Mavi Þaraptaþý
29008	Mavi Kutsal Su
29009	Sarý Kutsal Su
29010	Kýrmýzý Kutsal Su
29011	Yeþil Kutsal Su
29012	Lacivert Kutsal Su
29013	Koyu Sarý Kutsal Su
29014	Bordo Kutsal Su
29015	Koyu Yeþil Kutsal Su
29101	Kazma+0
29102	Kazma+1
29103	Kazma+2
29104	Kazma+3
29105	Kazma+4
29106	Kazma+5
29107	Kazma+6
29108	Kazma+7
29109	Kazma+8
29110	Kazma+9
30000	Arpa
30001	Mektup
30002	Sosis Þiþ
30003	Domuz Burnu
30004	Yaban Domuzu Diþi
30005	Kýrýk Zýrh Parçasý
30006	Ork Diþi
30007	Ork Muskasý
30008	Baþlangýç Elkitabý
30009	Bilinmeyen Ýlaç
30010	Ayý Safrasý
30011	Çile
30012	Þarap Þiþesi
30013	Likör Kabý
30014	Yeti Postu
30015	Þeytan Hatýrasý
30016	Þeytan Mücevheri
30017	Süslü Saç Tokasý
30018	K. Domuzkuyruðu Kurdele
30019	Alev Yelesi
30020	Þeftali Tohumu
30021	Deðerli Taþ Parçasý
30022	Yýlan Kuyruðu
30023	Beyaz Kaplan Postu
30024	At Kuyruðu
30025	Örümceðin Zehir Kesesi
30026	Kurt Baðýrsaðý
30027	Kurt Postu
30028	Kurt Pençesi
30029	Kurt Karaciðeri
30030	Paslý Býçak
30031	Süs Eþyasý
30032	Yýpranmýþ Siyah Üniforma
30033	Kýrýk Porselen
30034	B. Domuzkuyruðu Kurdele
30035	Yüz Kremi
30036	Gizemli Bitki
30037	Kaplan Pençesi
30038	Kaplan Postu
30039	Sargý Bezi
30040	Yaprak
30041	Shiriken
30042	Saldýrgan kaplanýn diþi
30043	Fasulye
30044	Kil
30045	Akrep Ýðnesi
30046	Akrep Kuyruðu
30047	Lanet Kitabý
30048	Buz Parçasý
30049	Katil Buzbalina Boynuzu
30050	Buz Topu
30051	Bilinmeyen Týlsým
30052	Bayrak
30053	Ayý Ayak Derisi
30054	Nikah Yüzüðü
30055	Akrep Kýskacý
30056	Örümcek Aðý
30057	Örümcek Gözleri
30058	Örümcek Yumurta Kesesi
30059	Örümcek Bacaklarý
30060	Kurbaða Dili
30061	Kurbaða Bacaðý
30062	Ýlaç Kasesi
30063	Deri Ýlacý
30064	Sivri Taþ
30065	Zil
30066	Acý Biber
30067	Yýlan Derisi
30068	Tofu Bifteði
30069	Kurt Pençesi+
30070	Kurt Postu+
30071	Ayý Safrasý+
30072	Ayý Ayak Derisi+
30073	B. Domuzkuyruðu Kurdele+
30074	Siyah Üniforma+
30075	Shiriken+
30076	Ork Muskasý+
30077	Ork Diþi+
30078	Baþlangýç El Kitabý+
30079	Bilinmeyen Týlsým+
30080	Lanet Kitabý+
30081	Akrep Kuyruðu+
30082	Yýlan Kuyruðu+
30083	Bilinmeyen Ýlaç+
30084	Bilinmeyen Týlsým+
30085	Sargý Bezi+
30086	Þeytan Hatýrasý+
30087	Þeytan Mücevheri+
30088	Buz Parçasý+
30089	Yeti Postu+
30090	Buz Küresi+
30091	Savaþçý Sembolü
30092	Yabani Ganimeti
30093	Uðurlu Kese
30094	Uðurlu Kese
30095	Uðurlu Kese
30096	Uðurlu Kese
30097	Maðaza Þanslý Kesesi
30098	Uðurlu Kese
30099	Uðurlu Kese
30100	Uðurlu Kese
30101	Ariyoung'un Nikah Yüzüðü
30102	Altýn Balta
30103	Altýn Ork Diþi
30104	Çöl Örümceði Aðý
30105	Pinti Akrep Kuyruðu
30106	Yu-Rang Ýçin Ýlaç
30107	Ork Azýdiþi
30108	Seramik Süsleme
30109	Çöl Örümceði Aðý
30110	Huahn-So`dan Mektup
30111	Pinti Akrep Kuyruðu
30112	Yýlan Balýðý
30113	Baþlangýç El Kitabý
30114	Veba
30115	Veba Tedavisi
30116	Kurbaða Arka Bacaklarý
30117	Mektup
30118	Þeytanýn Mücevher Kutusu
30119	Zil
30120	Harita Parçasý
30121	Harita Parçasý
30122	Harita Parçasý
30123	Harita Parçasý
30124	Harita Parçasý
30125	Harita Parçasý
30126	Harita Parçasý
30127	Harita Parçasý
30128	Harita Parçasý
30129	Binicinin Görevleri
30130	Boþ Þiþe
30131	Demircinin Mektubu
30132	Urielin Kitabý
30133	Çiçek Ayakkabýlar
30134	Urielin Paketi
30135	Ariyoungun Mektubu
30136	Aþýrý Süslü Yay
30137	Maymun Kaný
30138	Çöl Kumu
30139	Unggyinin Azý Diþi
30140	Ýplik
30141	Mücevher Parçasý
30142	Mektup
30143	Þifalý Bitkiler
30144	Kaplan Karaciðeri
30145	Ýksir Çantasý
30146	Buz Parçasý
30147	Tapýnak Tarihçesi
30148	Tapýnak Atkýsý
30149	Þuruplu Dondurma
30150	Günlük Sayfasý
30151	Kurt Postu
30152	Ýlaç
30153	Çiçekler
30154	Tapýnaðýn Gizli Kitabý
30155	Mirinenin Dini Kolyesi
30156	Tapýnaðýn Gizli Kitabý
30157	Ok Ucu
30158	Yaþ Pasta
30159	Kýyafet
30160	Bildiri
30161	Koca'ya ait Mýzrak
30162	Örümceðin Gözü
30163	Pamuk-Yün Bez
30164	Lanet Kitabýnýn Çevirisi
30165	Zelkova Dalý
30166	Tugyis Tabelasý
30167	Kýr. Hayalet Aðacý Dalý
30168	Liderlerin Notlarý
30169	Kankýrmýzý Çiçek
30170	Portakal Rengi Çiçek
30171	Kokulu Sarý Çiçek
30172	Asil Çiçek Demeti
30173	Mu-Rang Postu
30174	Ayý Pençesi
30175	Elmas-özlü Balina Mýzrað
30176	Iþýltýlý Kaplan Postu
30177	Misk Yaðý
30178	Oyma Taþ
30179	Kývrýk Anahtar
30180	Ejderha Tanrý Týlsýmý
30181	Sayfa
30182	Efsanevi Günlük
30183	Karamsar Ahþap Maske
30184	Efsunlu Küller
30185	Siyah Buz
30186	Fosil Gözyaþý
30187	Kan Damlasý
30188	Obsidyen
30189	Tanrýça Gözyaþlarý
30190	Kan Taþý
30191	Kan Taþý
30192	Süt Þerbeti
30193	Parmak Kemikleri
30194	Ork Topuzu
30195	Kuvars Kumu
30196	Þeytan Külü
30197	Büyülü Tohum
30198	Su Kristali
30199	Mavi Kristal
30201	Ýntikam Yüzüðü
30202	Dakananýn Kulaðý
30203	Kristal
30204	Kristal Parçasý
30205	Yapý Malzemesi
30210	Deðerli Taþ Parçasý
30211	Deðerli Taþ Parçasý
30212	Deðerli Taþ Parçasý
30213	Deðerli Taþ Parçasý
30214	Deðerli Taþ Parçasý
30215	Deðerli Taþ Parçasý
30216	Deðerli Taþ Parçasý
30217	Deðerli Taþ Parçasý
30218	Deðerli Taþ Parçasý
30219	Deðerli Taþ Parçasý
30220	Jinunggynin Ruh Taþý
30221	Tapýnaðýn Ruh Taþý
30222	Sagyinin Ruh Taþý
30223	Aurtumryunun Ruh Taþý
30224	Gyimokun Ruh Taþý
30225	Tugyinin Ruh Taþý
30226	Orman Ruhu Taþý
30227	Liderlerin Ruh Taþý
30228	Beran-Setaou Ruh Taþý
30251	Kem Göz Mücevheri
30252	Bilgelik Mücevheri
30253	Sadakat Mücevheri
30254	NoNAme
30265	Madalya Parçasý (1)
30266	Madalya Parçasý (2)
30267	Madalya Parçasý (3)
30268	Madalya Parçasý (4)
30269	Madalya Parçasý (5)
30270	Ejderha Taþý Parçasý
30271	Ejderha taþý parçasý+
30300	Bilinmeyen Eski Sandýk
30301	Sa-Gui Kalesi Haritasý
30302	Zin-Sa-Gui Kale Haritasý
30303	Bong-In Anahtar
30304	Zin-Bong-In Anahtar
30311	Ruh Kristali Anahtarý
30312	Surat Totemi
30315	Simit
30316	Baðýþ Tabaðý
30317	Ýftar
30318	Bereket Meyvesi
30319	Küçülen Kafa
30320	Küçülen Kafa
30321	Cadýlar Bayramý Kabaðý
30322	Büyü Asasý
30323	J. Pumpkin Maskesi Kartý
30324	Örümcek Barones Anahtarý
30325	Örümcek Barones Anahtarý
30326	Kraliçe Örümcek Zehri
30327	Arachnida Flütü
30328	¿ë½ÅÀÇ »óÀÚ
30329	Altýn Diþli Çark
30330	Maat Taþý
30331	Buz Anahtarý
30332	Kuzey Yýldýzý
30333	Buzçiçeði Anahtarý
30334	Baþlýk Fiþi
30335	Silah Görünümü Fiþi
30336	Bal Kabaðý Feneri
30337	Bal Kabaðý Tohumu
30338	Baþlýk Fiþi+
30339	Silah Görünümü Fiþi+
30341	Ejderha Ateþi Yüzüðü
30342	Vampir Baþlýðý Fiþi
30343	Vampir Baþlýðý Fiþi+
30500	Yakut Oyma Býçaðý
30501	Altýn Kenet
30502	Yakut Ýþlemeli
30503	Ametist Oyma Býçaðý
30504	Gümüþ Kenet
30505	Zümrüt Ýþlemeli
30506	Safir Oyma Býçaðý
30507	Bronz Kenet
30508	Safir Ýþlemesi
30509	Mavi Ejderha Çeliði
30510	Fiyakalý Apolet
30511	Kýrmýzý Kumaþ
30512	Kýrmýzý Ejderha Çeliði
30513	Kýymetli Apolet
30514	Eflatun Kumaþ
30515	Erguvani Ejderha Çeliði
30516	Antika Apolet
30517	Altýn Kumaþ
30518	Altýn Ýplik
30519	Altýn Kanca
30520	Altýn Kenet
30521	Halka Öðesi
30522	Zincir Halkalar
30523	Mücevher Öðesi
30524	Alev Taþý
30525	Buz Alevi Taþý
30526	NoNAme
30527	NoNAme
30528	NoNAme
30529	NoNAme
30530	NoNAme
30531	NoNAme
30532	NoNAme
30533	NoNAme
30534	NoNAme
30535	NoNAme
30536	NoNAme
30537	NoNAme
30538	NoNAme
30539	NoNAme
30540	NoNAme
30541	NoNAme
30542	NoNAme
30543	NoNAme
30544	NoNAme
30545	NoNAme
30546	NoNAme
30547	NoNAme
30548	NoNAme
30549	NoNAme
30550	Mavi Kemer
30551	NoNAme
30552	NoNAme
30553	NoNAme
30554	Kahverengi Ýplik
30555	Gri Ýplik
30556	Mavi Ýplik
30557	Yeþil Ýplik
30558	Kýrmýzý Ýplik
30559	Mor Ýplik
30560	NoNAme
30561	NoNAme
30562	NoNAme
30563	NoNAme
30564	NoNAme
30565	NoNAme
30566	NoNAme
30567	NoNAme
30568	NoNAme
30569	NoNAme
30570	NoNAme
30571	NoNAme
30572	NoNAme
30573	NoNAme
30574	NoNAme
30575	NoNAme
30576	NoNAme
30577	NoNAme
30578	NoNAme
30579	NoNAme
30580	NoNAme
30581	NoNAme
30582	NoNAme
30583	NoNAme
30584	NoNAme
30585	NoNAme
30586	NoNAme
30600	Kesim Örneði
30601	Zýrh Planý
30602	mavi boya
30603	kýrmýzý boya
30604	gri boya
30605	Altýn Plakalar
30606	Gümüþ Plakalar
30607	Bakýr Plakalar
30608	Çelik Plakalar
30609	Tunç Plakalar
30610	Mitril
30611	Aðýr Kemerler
30612	Saðlam Ýpler
30613	Jotun Thrym Bileti
30614	siyah boya
30615	beyaz boya
30616	Titandiyoksit
30617	Akik
30618	Ay Taþý
30619	altýn metalik boya
